,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,HO_CNT,PY_SUM,PR_SUM,PY_10U,PY_10,PY_20,PY_30,PY_40,PY_50O,PR_05U,PR_05,PR_1,PR_2,PR_3,PR_4,PR_5,PR_6,PR_7_O,latitude,longitude
187,울산광역시,31,울주군,31710,90,2428.0,7288000000.0,0,0,68,22,0,0,0,90,0,0,0,0,0,0,0,35.56445626214481,129.1152837514918
660,울산광역시,31,남구,31140,132,2391.0,13848000000.0,0,132,0,0,0,0,0,20,112,0,0,0,0,0,0,35.540474520767546,129.26163592474722
661,울산광역시,31,남구,31140,48,1044.0,3144000000.0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,35.52010436334233,129.31203607361348
662,울산광역시,31,남구,31140,169,2594.0,8026000000.0,0,139,30,0,0,0,130,39,0,0,0,0,0,0,0,35.52190686996739,129.31206547808804
663,울산광역시,31,남구,31140,495,10669.0,63329000000.0,0,195,300,0,0,0,0,80,415,0,0,0,0,0,0,35.52718153245559,129.32428119675598
664,울산광역시,31,남구,31140,200,5058.0,29366000000.0,0,0,200,0,0,0,0,36,164,0,0,0,0,0,0,35.52891104363748,129.330925991364
665,울산광역시,31,동구,31170,184,4022.0,12771000000.0,0,84,80,20,0,0,84,80,20,0,0,0,0,0,0,35.47213132091157,129.40932685862063
666,울산광역시,31,동구,31170,144,3478.0,13717000000.0,0,0,144,0,0,0,0,108,36,0,0,0,0,0,0,35.484644929605174,129.41836257257202
667,울산광역시,31,동구,31170,349,6056.0,26548000000.0,0,349,0,0,0,0,0,349,0,0,0,0,0,0,0,35.520615402746635,129.42561207619895
668,울산광역시,31,동구,31170,277,5722.0,19583000000.0,0,97,180,0,0,0,0,277,0,0,0,0,0,0,0,35.49274290361087,129.41960740655432
669,울산광역시,31,동구,31170,105,1882.0,5872000000.0,0,105,0,0,0,0,8,97,0,0,0,0,0,0,0,35.49272990510796,129.42070938684836
670,울산광역시,31,북구,31200,114,2050.0,10308000000.0,0,114,0,0,0,0,0,114,0,0,0,0,0,0,0,35.580836980562,129.3626825516578
671,울산광역시,31,울주군,31710,56,530.0,1078000000.0,56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,35.567139713769855,129.11752757835714
672,울산광역시,31,울주군,31710,272,5302.0,15363000000.0,0,222,50,0,0,0,19,253,0,0,0,0,0,0,0,35.484233029338235,129.29491978105176
673,울산광역시,31,중구,31110,240,7100.0,30920000000.0,0,0,180,0,60,0,0,8,232,0,0,0,0,0,0,35.5656752088465,129.26534148484748
674,울산광역시,31,중구,31110,87,1816.0,6162000000.0,0,47,30,10,0,0,0,77,10,0,0,0,0,0,0,35.555997082977825,129.3269622677428
675,울산광역시,31,중구,31110,50,991.0,2649000000.0,0,27,23,0,0,0,27,23,0,0,0,0,0,0,0,35.57834432863438,129.34388256190942
1078,울산광역시,31,북구,31200,84,2156.0,10908000000.0,0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,35.58350310695755,129.36603820732935
1079,울산광역시,31,울주군,31710,36,627.0,1074000000.0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,35.432718017380765,129.30730944714736
1158,울산광역시,31,남구,31140,65,1168.0,4109000000.0,0,65,0,0,0,0,0,65,0,0,0,0,0,0,0,35.52458656662904,129.31431451977565
1159,울산광역시,31,북구,31200,176,4217.0,19196000000.0,0,0,176,0,0,0,0,36,140,0,0,0,0,0,0,35.548492325640886,129.3533099518972
1160,울산광역시,31,중구,31110,50,2385.0,17322000000.0,0,0,0,0,50,0,0,0,0,2,48,0,0,0,0,35.55627423489767,129.30159565470387
1262,울산광역시,31,중구,31110,40,1025.0,8416000000.0,0,0,40,0,0,0,0,0,4,36,0,0,0,0,0,35.56493630053261,129.33372924247968
1275,울산광역시,31,중구,31110,76,991.0,2552000000.0,32,44,0,0,0,0,71,5,0,0,0,0,0,0,0,35.54867726337829,129.33676826694887
1289,울산광역시,31,동구,31170,121,2180.0,10396000000.0,0,121,0,0,0,0,0,121,0,0,0,0,0,0,0,35.482044777229184,129.40950027458354
1320,울산광역시,31,울주군,31710,244,6075.0,38608000000.0,0,0,244,0,0,0,0,0,244,0,0,0,0,0,0,35.56858627664349,129.24552846119582
1333,울산광역시,31,울주군,31710,99,3140.0,18648000000.0,0,0,57,14,28,0,0,0,58,41,0,0,0,0,0,35.565357574825505,129.11529627430502
1342,울산광역시,31,남구,31140,81,3126.0,26044000000.0,0,0,0,25,56,0,0,0,0,22,57,2,0,0,0,35.53889774386639,129.324474202838
1443,울산광역시,31,남구,31140,84,1521.0,6909000000.0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,0,35.52895974021515,129.32651592159627
1444,울산광역시,31,동구,31170,82,1641.0,4163000000.0,0,35,47,0,0,0,35,47,0,0,0,0,0,0,0,35.48732260323121,129.42061399762855
1479,울산광역시,31,울주군,31710,148,2678.0,8382000000.0,0,148,0,0,0,0,0,148,0,0,0,0,0,0,0,35.56161374504619,129.2222535270324
1538,울산광역시,31,남구,31140,149,5836.0,41194000000.0,0,0,0,149,0,0,0,0,0,149,0,0,0,0,0,35.52004414218465,129.31754808595622
1653,울산광역시,31,북구,31200,211,4568.0,16634000000.0,0,91,120,0,0,0,0,211,0,0,0,0,0,0,0,35.61680661879138,129.447191202882
1667,울산광역시,31,남구,31140,200,2413.0,7440000000.0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,35.545800915932325,129.26944026406255
1668,울산광역시,31,남구,31140,36,1463.0,13706000000.0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,35.53106295515781,129.2989818694466
1676,울산광역시,31,남구,31140,134,5988.0,47716000000.0,0,0,0,33,66,35,0,0,0,34,63,35,0,2,0,35.536924339359054,129.33988127152242
1810,울산광역시,31,남구,31140,93,2389.0,19702000000.0,0,0,93,0,0,0,0,0,9,84,0,0,0,0,0,35.5290566498021,129.3176957504134
1811,울산광역시,31,중구,31110,42,665.0,2022000000.0,0,42,0,0,0,0,34,8,0,0,0,0,0,0,0,35.5579689157042,129.31155119394583
1812,울산광역시,31,동구,31170,40,558.0,1560000000.0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,35.50438053704485,129.42642684113682
1849,울산광역시,31,남구,31140,28,665.0,1438000000.0,0,4,23,0,1,0,4,24,0,0,0,0,0,0,0,35.52914091678133,129.30997806619598
1850,울산광역시,31,남구,31140,172,4208.0,21852000000.0,0,0,150,22,0,0,0,20,130,22,0,0,0,0,0,35.53968933379154,129.3344130391738
1851,울산광역시,31,남구,31140,82,1486.0,9169000000.0,0,82,0,0,0,0,0,4,78,0,0,0,0,0,0,35.526195109142286,129.33198372040746
1852,울산광역시,31,남구,31140,60,1501.0,4970000000.0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,35.51909453404577,129.32194287193082
1944,울산광역시,31,동구,31170,20,340.0,1328000000.0,1,12,7,0,0,0,9,6,5,0,0,0,0,0,0,35.50707110835919,129.42757693028528
2110,울산광역시,31,북구,31200,208,3058.0,11403000000.0,0,208,0,0,0,0,0,208,0,0,0,0,0,0,0,35.592540391980855,129.3639849073953
2111,울산광역시,31,울주군,31710,118,2584.0,16784000000.0,0,58,60,0,0,0,0,4,114,0,0,0,0,0,0,35.55398195483361,129.26295111669506
2112,울산광역시,31,울주군,31710,389,7025.0,14739000000.0,0,389,0,0,0,0,389,0,0,0,0,0,0,0,0,35.54464777689253,129.11280274834206
2576,울산광역시,31,남구,31140,54,2111.0,15612000000.0,0,0,0,54,0,0,0,0,0,54,0,0,0,0,0,35.53880031528743,129.33329542695142
2577,울산광역시,31,남구,31140,50,1215.0,3390000000.0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,35.52911689087429,129.31218312209694
2578,울산광역시,31,남구,31140,117,4024.0,22086000000.0,0,0,2,115,0,0,0,0,78,39,0,0,0,0,0,35.53363516937389,129.31115408157953
2579,울산광역시,31,남구,31140,64,1290.0,3562000000.0,0,24,40,0,0,0,0,64,0,0,0,0,0,0,0,35.543632818393206,129.30359671843667
2580,울산광역시,31,남구,31140,182,2417.0,7992000000.0,0,182,0,0,0,0,168,14,0,0,0,0,0,0,0,35.51920310982007,129.3120213723552
2581,울산광역시,31,남구,31140,40,1990.0,8564000000.0,0,0,0,0,40,0,0,0,6,34,0,0,0,0,0,35.52086065816598,129.32527972540856
2582,울산광역시,31,동구,31170,319,6469.0,21408000000.0,0,135,184,0,0,0,0,319,0,0,0,0,0,0,0,35.541290857408725,129.43039017002857
2583,울산광역시,31,동구,31170,396,8522.0,31469000000.0,0,97,299,0,0,0,0,344,52,0,0,0,0,0,0,35.542192062841316,129.4304062074847
2584,울산광역시,31,동구,31170,72,1482.0,4476000000.0,0,48,24,0,0,0,0,72,0,0,0,0,0,0,0,35.49005223917033,129.41845780155248
2585,울산광역시,31,북구,31200,285,6979.0,31652000000.0,0,0,285,0,0,0,0,47,238,0,0,0,0,0,0,35.551196027113086,129.353355491431
2586,울산광역시,31,북구,31200,72,1062.0,4312000000.0,0,72,0,0,0,0,0,72,0,0,0,0,0,0,0,35.58352815041814,129.36383171013367
2587,울산광역시,31,울주군,31710,68,1242.0,1604000000.0,0,60,8,0,0,0,68,0,0,0,0,0,0,0,0,35.42634927283547,129.31271288381618
2588,울산광역시,31,중구,31110,154,4956.0,41305000000.0,0,0,0,154,0,0,0,0,0,154,0,0,0,0,0,35.56388757298194,129.34695017510327
2589,울산광역시,31,중구,31110,51,1109.0,2919000000.0,0,0,51,0,0,0,0,51,0,0,0,0,0,0,0,35.56928261635636,129.34814394608233
2590,울산광역시,31,중구,31110,100,2560.0,13684000000.0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,35.555277190580256,129.31040416098622
2591,울산광역시,31,중구,31110,272,5615.0,34284000000.0,0,180,92,0,0,0,0,24,248,0,0,0,0,0,0,35.55438795066939,129.30928658476
2949,울산광역시,31,남구,31140,134,3439.0,10215000000.0,0,0,134,0,0,0,0,134,0,0,0,0,0,0,0,35.521882810126876,129.31427033425626
2950,울산광역시,31,남구,31140,60,1480.0,7230000000.0,0,4,56,0,0,0,0,4,56,0,0,0,0,0,0,35.53000611439533,129.3133003698299
2951,울산광역시,31,동구,31170,168,3033.0,10116000000.0,0,168,0,0,0,0,0,168,0,0,0,0,0,0,0,35.48115644699101,129.40838267850623
2952,울산광역시,31,중구,31110,238,4612.0,16188000000.0,0,187,51,0,0,0,16,222,0,0,0,0,0,0,0,35.553961637544795,129.3478867887537
3012,울산광역시,31,북구,31200,186,4052.0,16266000000.0,0,96,90,0,0,0,0,108,78,0,0,0,0,0,0,35.62892390497578,129.3347937030577
3044,울산광역시,31,동구,31170,140,2516.0,12068000000.0,0,140,0,0,0,0,0,140,0,0,0,0,0,0,0,35.51161633879324,129.42435016104142
3109,울산광역시,31,남구,31140,60,1849.0,11140000000.0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,35.53257687709432,129.32547283169046
3200,울산광역시,31,북구,31200,120,3078.0,15760000000.0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,35.63255332106871,129.3326459004028
3253,울산광역시,31,중구,31110,141,2970.0,8568000000.0,0,0,141,0,0,0,0,141,0,0,0,0,0,0,0,35.56927024753148,129.34924700688433
3329,울산광역시,31,남구,31140,198,4497.0,17185000000.0,0,78,120,0,0,0,0,96,102,0,0,0,0,0,0,35.54506157613698,129.25398729685813
3330,울산광역시,31,동구,31170,83,1787.0,6431000000.0,0,38,45,0,0,0,0,83,0,0,0,0,0,0,0,35.509826950761614,129.4232160463676
3331,울산광역시,31,울주군,31710,114,2507.0,5103000000.0,0,42,72,0,0,0,78,36,0,0,0,0,0,0,0,35.55707040186428,129.13393439144272
3368,울산광역시,31,울주군,31710,149,3201.0,19638000000.0,0,0,149,0,0,0,0,0,149,0,0,0,0,0,0,35.56949896626702,129.24443933536776
3422,울산광역시,31,북구,31200,124,3185.0,19942000000.0,0,0,124,0,0,0,0,0,124,0,0,0,0,0,0,35.62900947249757,129.32706648560958
3459,울산광역시,31,울주군,31710,20,365.0,376000000.0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,35.61532165403857,129.072937883603
3535,울산광역시,31,중구,31110,30,583.0,1614000000.0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,35.55946759802158,129.33915410364037
3573,울산광역시,31,남구,31140,46,918.0,3378000000.0,0,24,22,0,0,0,0,46,0,0,0,0,0,0,0,35.52906871816557,129.31659322605927
3661,울산광역시,31,동구,31170,37,649.0,2489000000.0,0,34,3,0,0,0,0,37,0,0,0,0,0,0,0,35.492703877923326,129.4229133453184
3662,울산광역시,31,남구,31140,32,754.0,1656000000.0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,35.53720408032956,129.31452079669177
3699,울산광역시,31,중구,31110,150,2824.0,8946000000.0,0,60,90,0,0,0,28,122,0,0,0,0,0,0,0,35.55185125198805,129.2938027310843
3700,울산광역시,31,남구,31140,120,4326.0,29404000000.0,0,0,40,0,80,0,0,0,24,96,0,0,0,0,0,35.5413566765384,129.34657247879116
3701,울산광역시,31,북구,31200,72,2660.0,15112000000.0,0,0,0,72,0,0,0,0,12,60,0,0,0,0,0,35.63689945478761,129.34707280475183
3738,울산광역시,31,남구,31140,120,3084.0,15384000000.0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,35.536985606090234,129.33436815459982
3952,울산광역시,31,북구,31200,100,1141.0,1480000000.0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,35.645985767032634,129.34059972610382
3953,울산광역시,31,북구,31200,118,2832.0,16802000000.0,0,0,118,0,0,0,0,0,118,0,0,0,0,0,0,35.590762954485086,129.36174756488214
3954,울산광역시,31,북구,31200,72,1021.0,3792000000.0,0,72,0,0,0,0,0,72,0,0,0,0,0,0,0,35.592502799231546,129.36729502287764
3955,울산광역시,31,울주군,31710,102,2822.0,20333000000.0,0,0,87,15,0,0,0,0,87,15,0,0,0,0,0,35.54510747751979,129.24957620899136
3956,울산광역시,31,울주군,31710,307,6521.0,20926000000.0,0,169,138,0,0,0,7,300,0,0,0,0,0,0,0,35.55886499294708,129.2266242628952
4402,울산광역시,31,남구,31140,136,3121.0,15357000000.0,0,26,110,0,0,0,0,25,111,0,0,0,0,0,0,35.529969968556955,129.31660798378832
4403,울산광역시,31,남구,31140,84,1991.0,5546000000.0,0,0,84,0,0,0,0,84,0,0,0,0,0,0,0,35.54686411642625,129.25401542931263
4404,울산광역시,31,남구,31140,8,206.0,1156000000.0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,35.53246673872295,129.2515852421341
4405,울산광역시,31,남구,31140,24,581.0,1548000000.0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,35.50389378541894,129.3106693679773
4406,울산광역시,31,남구,31140,28,643.0,1685000000.0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,35.53911459989791,129.30462629473826
4407,울산광역시,31,남구,31140,413,11531.0,83840000000.0,0,92,216,36,69,0,0,0,244,100,69,0,0,0,0,35.53118148057106,129.28795623981392
4408,울산광역시,31,동구,31170,235,3700.0,12841000000.0,0,235,0,0,0,0,16,219,0,0,0,0,0,0,0,35.539501547607564,129.42925548239864
4409,울산광역시,31,동구,31170,234,4542.0,14071000000.0,0,144,90,0,0,0,60,174,0,0,0,0,0,0,0,35.543132547555544,129.42711425103218
4410,울산광역시,31,동구,31170,392,7086.0,32000000000.0,0,392,0,0,0,0,0,392,0,0,0,0,0,0,0,35.520576185983536,129.42891914883444
4411,울산광역시,31,동구,31170,163,2915.0,10589000000.0,0,163,0,0,0,0,0,163,0,0,0,0,0,0,0,35.49275589205417,129.418505425555
4412,울산광역시,31,북구,31200,104,3306.0,19790000000.0,0,0,62,0,42,0,0,0,62,42,0,0,0,0,0,35.63257778227408,129.33043802558188
4413,울산광역시,31,북구,31200,374,7395.0,33982000000.0,0,270,104,0,0,0,0,280,94,0,0,0,0,0,0,35.62788721623424,129.34692125535287
4414,울산광역시,31,북구,31200,328,7126.0,42607000000.0,0,131,197,0,0,0,0,0,328,0,0,0,0,0,0,35.547252498822104,129.38306909002702
4415,울산광역시,31,울주군,31710,315,4748.0,11067000000.0,0,315,0,0,0,0,315,0,0,0,0,0,0,0,0,35.43903883950486,129.3063103743134
4416,울산광역시,31,울주군,31710,225,4721.0,14024000000.0,0,108,117,0,0,0,108,117,0,0,0,0,0,0,0,35.40596354583337,129.28045119581688
4417,울산광역시,31,중구,31110,104,2095.0,6098600000.0,2,64,38,0,0,0,15,89,0,0,0,0,0,0,0,35.5587615205629,129.32149229838885
4418,울산광역시,31,중구,31110,169,3991.0,9925000000.0,0,20,149,0,0,0,21,148,0,0,0,0,0,0,0,35.5756529499755,129.34273414456123
4419,울산광역시,31,중구,31110,168,4301.0,15782000000.0,0,0,152,16,0,0,0,152,16,0,0,0,0,0,0,35.57595770097248,129.31515516369137
4782,울산광역시,31,남구,31140,71,2189.0,13818000000.0,0,0,7,64,0,0,0,0,35,36,0,0,0,0,0,35.537324044060654,129.3034943949371
4783,울산광역시,31,남구,31140,200,4382.0,26612000000.0,0,100,100,0,0,0,0,6,194,0,0,0,0,0,0,35.5263045295851,129.32206138719224
4784,울산광역시,31,남구,31140,308,7299.0,44018000000.0,0,80,228,0,0,0,0,4,304,0,0,0,0,0,0,35.52182248426828,129.31978246322566
4785,울산광역시,31,동구,31170,300,7315.0,50026000000.0,0,0,300,0,0,0,0,0,300,0,0,0,0,0,0,35.52243087638595,129.42454163697408
4786,울산광역시,31,동구,31170,40,442.0,1060000000.0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,35.50618296190997,129.42645878460294
4787,울산광역시,31,울주군,31710,78,1994.0,13470000000.0,0,0,78,0,0,0,0,0,78,0,0,0,0,0,0,35.554005094633624,129.26074533731298
4864,울산광역시,31,울주군,31710,90,1598.0,10155000000.0,0,90,0,0,0,0,0,3,87,0,0,0,0,0,0,35.55488322060237,129.26296528756575
4899,울산광역시,31,남구,31140,192,6668.0,36436000000.0,0,0,120,0,72,0,0,0,120,72,0,0,0,0,0,35.542356323139366,129.337766023784
4900,울산광역시,31,북구,31200,120,1770.0,7200000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.583540657007454,129.36272846051568
5072,울산광역시,31,중구,31110,116,2980.0,25438000000.0,0,0,116,0,0,0,0,0,6,110,0,0,0,0,0,35.56299868459703,129.34583208346487
5280,울산광역시,31,북구,31200,48,1233.0,5156000000.0,0,0,48,0,0,0,0,8,40,0,0,0,0,0,0,35.626195681242066,129.33695635406193
5370,울산광역시,31,남구,31140,78,2004.0,16296000000.0,0,0,78,0,0,0,0,0,12,66,0,0,0,0,0,35.52272373458085,129.3197972526685
5428,울산광역시,31,동구,31170,185,4023.0,13511000000.0,0,94,91,0,0,0,0,185,0,0,0,0,0,0,0,35.53502168317553,129.42697026594615
5441,울산광역시,31,중구,31110,63,1615.0,12216000000.0,0,0,63,0,0,0,0,0,41,22,0,0,0,0,0,35.56671429493539,129.3359652456302
5541,울산광역시,31,남구,31140,83,3090.0,22862000000.0,0,0,0,83,0,0,0,0,0,65,18,0,0,0,0,35.51821748161912,129.31972331201916
5542,울산광역시,31,북구,31200,56,1437.0,8320000000.0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,0,35.64134356104341,129.3526688558453
5543,울산광역시,31,중구,31110,132,4361.0,29013000000.0,0,0,66,0,66,0,0,0,66,66,0,0,0,0,0,35.5507589274215,129.31143348139562
5544,울산광역시,31,중구,31110,20,336.0,761000000.0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,35.559479871582894,129.33805117258734
5545,울산광역시,31,북구,31200,130,3339.0,20296000000.0,0,0,130,0,0,0,0,0,130,0,0,0,0,0,0,35.63350343371093,129.32824509283463
5595,울산광역시,31,중구,31110,155,3976.0,13424000000.0,0,0,155,0,0,0,0,155,0,0,0,0,0,0,0,35.55447173098015,129.30156644734953
5596,울산광역시,31,남구,31140,55,2357.0,19020000000.0,0,0,0,0,55,0,0,0,0,4,51,0,0,0,0,35.5450845469909,129.2517817541714
5597,울산광역시,31,남구,31140,30,584.0,1398000000.0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,35.53454843135452,129.3100661787379
5598,울산광역시,31,울주군,31710,108,2395.0,7258000000.0,0,40,62,1,5,0,7,101,0,0,0,0,0,0,0,35.56593945852698,129.23997120949718
5694,울산광역시,31,북구,31200,26,483.0,633000000.0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,35.539116120559726,129.3851347809005
5859,울산광역시,31,울주군,31710,215,5024.0,30022000000.0,0,78,137,0,0,0,0,2,213,0,0,0,0,0,0,35.57311545628394,129.2433920664691
5860,울산광역시,31,울주군,31710,318,6263.0,18834000000.0,0,193,125,0,0,0,54,264,0,0,0,0,0,0,0,35.568643273873704,129.24001297070583
6340,울산광역시,31,남구,31140,200,4517.0,32740000000.0,0,80,120,0,0,0,0,0,164,36,0,0,0,0,0,35.53597973467233,129.26046254528725
6341,울산광역시,31,남구,31140,340,5734.0,20070000000.0,30,310,0,0,0,0,24,316,0,0,0,0,0,0,0,35.545789273863484,129.27054303800293
6342,울산광역시,31,남구,31140,220,3976.0,13588000000.0,0,220,0,0,0,0,0,220,0,0,0,0,0,0,0,35.548678148144816,129.2529407438969
6343,울산광역시,31,남구,31140,160,5089.0,41872000000.0,0,0,84,76,0,0,0,0,4,108,48,0,0,0,0,35.53413442836116,129.34755428487105
6344,울산광역시,31,남구,31140,282,9558.0,86410000000.0,0,0,194,0,0,88,0,0,0,194,12,72,4,0,0,35.53197610988309,129.29789385891846
6345,울산광역시,31,남구,31140,80,1312.0,9896000000.0,0,80,0,0,0,0,0,0,80,0,0,0,0,0,0,35.52096951304996,129.31535802184354
6346,울산광역시,31,남구,31140,90,2293.0,9987000000.0,0,0,90,0,0,0,0,3,87,0,0,0,0,0,0,35.53477471244772,129.28911661328814
6347,울산광역시,31,동구,31170,63,954.0,2679000000.0,0,63,0,0,0,0,63,0,0,0,0,0,0,0,0,35.54223134096548,129.42709824984837
6348,울산광역시,31,동구,31170,122,2496.0,6906000000.0,0,56,66,0,0,0,50,72,0,0,0,0,0,0,0,35.48553316321081,129.41948032493997
6349,울산광역시,31,북구,31200,393,9367.0,48374000000.0,0,93,300,0,0,0,0,52,341,0,0,0,0,0,0,35.52911358948328,129.39268144754521
6350,울산광역시,31,울주군,31710,120,2628.0,7620000000.0,0,60,60,0,0,0,12,108,0,0,0,0,0,0,0,35.43724824134386,129.30517991163978
6351,울산광역시,31,울주군,31710,300,3614.0,6658000000.0,0,300,0,0,0,0,300,0,0,0,0,0,0,0,0,35.43811366621774,129.30849835570396
6352,울산광역시,31,울주군,31710,158,3084.0,9078000000.0,0,128,30,0,0,0,20,138,0,0,0,0,0,0,0,35.40506226398815,129.2804369078981
6353,울산광역시,31,중구,31110,30,803.0,4520000000.0,0,0,28,0,2,0,0,0,28,2,0,0,0,0,0,35.55863984795332,129.33252155520648
6354,울산광역시,31,중구,31110,193,4158.0,17287000000.0,0,89,104,0,0,0,0,131,62,0,0,0,0,0,0,35.5768710041321,129.3140667506605
6355,울산광역시,31,중구,31110,75,1389.0,4065000000.0,0,75,0,0,0,0,4,71,0,0,0,0,0,0,0,35.556154389558024,129.31262465942822
6356,울산광역시,31,중구,31110,336,8585.0,49392000000.0,0,160,96,0,80,0,0,24,236,76,0,0,0,0,0,35.55530119919337,129.30819838732052
6726,울산광역시,31,남구,31140,152,3344.0,14586000000.0,0,73,79,0,0,0,0,73,79,0,0,0,0,0,0,35.551358961499425,129.2551886281298
6727,울산광역시,31,남구,31140,70,1127.0,4136000000.0,0,60,10,0,0,0,0,70,0,0,0,0,0,0,0,35.545027044246936,129.25729560620357
6728,울산광역시,31,남구,31140,211,5131.0,31160000000.0,0,0,211,0,0,0,0,34,177,0,0,0,0,0,0,35.52659232833033,129.29560157255574
6729,울산광역시,31,울주군,31710,84,2157.0,7040000000.0,0,0,84,0,0,0,0,84,0,0,0,0,0,0,0,35.40414927990203,129.2815234573908
6880,울산광역시,31,남구,31140,72,1624.0,6597000000.0,0,29,43,0,0,0,0,39,33,0,0,0,0,0,0,35.534786521210435,129.2880139981311
6894,울산광역시,31,울주군,31710,370,5042.0,12820000000.0,0,370,0,0,0,0,370,0,0,0,0,0,0,0,0,35.45541613846457,129.29225333780926
7027,울산광역시,31,울주군,31710,49,1279.0,6242000000.0,0,0,49,0,0,0,0,0,49,0,0,0,0,0,0,35.55131284782363,129.25960004888017
7028,울산광역시,31,울주군,31710,128,3288.0,13004000000.0,0,0,128,0,0,0,0,24,104,0,0,0,0,0,0,35.55798619246534,129.22440457777674
7066,울산광역시,31,남구,31140,46,1870.0,17544000000.0,0,0,0,0,46,0,0,0,0,0,46,0,0,0,0,35.53196421160851,129.2989964313058
7150,울산광역시,31,남구,31140,90,2038.0,7643000000.0,0,0,90,0,0,0,0,90,0,0,0,0,0,0,0,35.52714508798951,129.3275886801075
7151,울산광역시,31,남구,31140,40,648.0,1265000000.0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,35.5253547516621,129.32645645367734
7152,울산광역시,31,중구,31110,26,624.0,2080000000.0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,35.575092601992644,129.31183092885786
7207,울산광역시,31,울주군,31710,48,1080.0,1936000000.0,0,0,48,0,0,0,48,0,0,0,0,0,0,0,0,35.56524440979169,129.12743038716837
7294,울산광역시,31,남구,31140,138,2502.0,15048000000.0,0,138,0,0,0,0,0,18,120,0,0,0,0,0,0,35.543257563791876,129.33778102562036
7295,울산광역시,31,남구,31140,185,4600.0,25139000000.0,0,0,185,0,0,0,0,0,185,0,0,0,0,0,0,35.50477101711759,129.31288843542865
7429,울산광역시,31,중구,31110,52,1818.0,7016000000.0,0,0,0,52,0,0,0,0,52,0,0,0,0,0,0,35.5658741869241,129.33043514727993
7430,울산광역시,31,남구,31140,67,1203.0,4944000000.0,0,67,0,0,0,0,0,67,0,0,0,0,0,0,0,35.528886634903145,129.33313102227666
7431,울산광역시,31,남구,31140,253,9763.0,61606000000.0,0,0,46,0,207,0,0,0,46,207,0,0,0,0,0,35.54587055663745,129.26282360716476
7432,울산광역시,31,울주군,31710,83,2122.0,14016000000.0,0,0,83,0,0,0,0,0,83,0,0,0,0,0,0,35.553080688925355,129.2629369464535
7478,울산광역시,31,중구,31110,28,720.0,6044000000.0,0,0,28,0,0,0,0,0,2,26,0,0,0,0,0,35.56480115362429,129.3458622912545
7531,울산광역시,31,북구,31200,102,2621.0,11802000000.0,0,0,102,0,0,0,0,0,102,0,0,0,0,0,0,35.55029479342924,129.35334031091256
7544,울산광역시,31,북구,31200,86,2209.0,13048000000.0,0,0,86,0,0,0,0,0,86,0,0,0,0,0,0,35.63870190081456,129.34710312270587
7578,울산광역시,31,남구,31140,52,1211.0,3576000000.0,0,0,52,0,0,0,0,52,0,0,0,0,0,0,0,35.52921275271131,129.30336288286614
7764,울산광역시,31,북구,31200,282,6269.0,18272000000.0,0,79,203,0,0,0,16,266,0,0,0,0,0,0,0,35.62883784200515,129.34252088784143
7765,울산광역시,31,울주군,31710,198,5084.0,31126000000.0,0,0,198,0,0,0,0,0,198,0,0,0,0,0,0,35.57221418646708,129.24337810530744
7766,울산광역시,31,울주군,31710,168,2317.0,6102000000.0,0,168,0,0,0,0,168,0,0,0,0,0,0,0,0,35.55727639789212,129.1118746071118
7767,울산광역시,31,울주군,31710,100,1396.0,3500000000.0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,35.5663201011633,129.10869008816647
8250,울산광역시,31,남구,31140,327,6176.0,31253000000.0,0,233,94,0,0,0,0,233,94,0,0,0,0,0,0,35.529921633058386,129.3210181265581
